season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,removed_player
2007,LAL,PHO,37,Brian Cook,Jordan Farmar,Lamar Odom,Sasha Vujacic,?,Boris Diaw,James Jones,Kurt Thomas,Leandro Barbosa,Marcus Banks,Vladimir Radmanovic
2007,PHO,LAC,5,Amar'e Stoudemire,Leandro Barbosa,Raja Bell,Shawn Marion,?,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Tim Thomas,Steve Nash
2007,PHO,LAC,8,Amar'e Stoudemire,Leandro Barbosa,Raja Bell,Shawn Marion,?,Corey Maggette,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Steve Nash
2007,PHO,LAC,10,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Shawn Marion,?,Corey Maggette,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Steve Nash
2007,PHO,LAC,13,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,?,Chris Kaman,Corey Maggette,Cuttino Mobley,Sam Cassell,Shaun Livingston,Marcus Banks
2007,PHO,LAC,15,Boris Diaw,James Jones,Leandro Barbosa,Marcus Banks,?,Chris Kaman,Cuttino Mobley,Sam Cassell,Shaun Livingston,Tim Thomas,Shawn Marion
2007,PHO,LAC,21,Amar'e Stoudemire,Leandro Barbosa,Raja Bell,Shawn Marion,?,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Tim Thomas,Steve Nash
2007,PHO,LAC,25,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Chris Kaman,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Steve Nash
2007,PHO,LAC,40,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,?,Cuttino Mobley,Elton Brand,Sam Cassell,Shaun Livingston,Tim Thomas,Marcus Banks
2007,PHO,UTA,0,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Mehmet Okur,Steve Nash
2007,PHO,UTA,14,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,?,Derek Fisher,Deron Williams,Matt Harpring,Mehmet Okur,Paul Millsap,Marcus Banks
2007,PHO,UTA,16,Boris Diaw,James Jones,Kurt Thomas,Leandro Barbosa,?,Andrei Kirilenko,Deron Williams,Matt Harpring,Mehmet Okur,Ronnie Brewer,Marcus Banks
2007,PHO,UTA,17,Boris Diaw,James Jones,Kurt Thomas,Leandro Barbosa,?,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Marcus Banks
2007,PHO,UTA,22,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Carlos Boozer,Derek Fisher,Deron Williams,Matt Harpring,Mehmet Okur,Steve Nash
2007,PHO,UTA,23,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Andrei Kirilenko,Derek Fisher,Gordan Giricek,Matt Harpring,Mehmet Okur,Steve Nash
2007,PHO,UTA,34,Amar'e Stoudemire,James Jones,Leandro Barbosa,Marcus Banks,?,Andrei Kirilenko,Derek Fisher,Gordan Giricek,Jarron Collins,Matt Harpring,Shawn Marion
2007,PHO,UTA,42,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Andrei Kirilenko,Carlos Boozer,Deron Williams,Gordan Giricek,Matt Harpring,Steve Nash
2007,LAC,PHO,6,Cuttino Mobley,Elton Brand,Sam Cassell,Shaun Livingston,?,Amar'e Stoudemire,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tim Thomas
2007,LAC,PHO,11,Corey Maggette,Cuttino Mobley,Elton Brand,Shaun Livingston,?,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Marcus Banks,Shawn Marion,Tim Thomas
2007,LAC,PHO,14,Chris Kaman,Corey Maggette,Cuttino Mobley,Shaun Livingston,?,Boris Diaw,James Jones,Kurt Thomas,Leandro Barbosa,Marcus Banks,Tim Thomas
2007,LAC,PHO,18,Chris Kaman,Corey Maggette,Daniel Ewing,Elton Brand,?,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Sam Cassell
2007,LAC,PHO,20,Chris Kaman,Corey Maggette,Elton Brand,Quinton Ross,?,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Sam Cassell
2007,LAC,PHO,23,Corey Maggette,Elton Brand,Quinton Ross,Shaun Livingston,?,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tim Thomas
2007,LAC,PHO,24,Corey Maggette,Cuttino Mobley,Elton Brand,Shaun Livingston,?,Kurt Thomas,Leandro Barbosa,Marcus Banks,Shawn Marion,Steve Nash,Tim Thomas
2007,LAC,PHO,37,Chris Kaman,Corey Maggette,Cuttino Mobley,Shaun Livingston,?,Boris Diaw,James Jones,Marcus Banks,Raja Bell,Shawn Marion,Tim Thomas
2007,LAC,PHO,41,Chris Kaman,Corey Maggette,Cuttino Mobley,Shaun Livingston,?,Boris Diaw,Kurt Thomas,Leandro Barbosa,Raja Bell,Steve Nash,Tim Thomas
2007,SAS,PHO,7,Brent Barry,Michael Finley,Robert Horry,Tim Duncan,?,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,18,Beno Udrih,Brent Barry,Fabricio Oberto,Tim Duncan,?,Boris Diaw,Kurt Thomas,Leandro Barbosa,Marcus Banks,Steve Nash,Tony Parker
2007,SAS,PHO,22,Brent Barry,Fabricio Oberto,Manu Ginobili,Tim Duncan,?,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,23,Brent Barry,Fabricio Oberto,Manu Ginobili,Tim Duncan,?,Amar'e Stoudemire,Jalen Rose,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,27,Bruce Bowen,Fabricio Oberto,Manu Ginobili,Tim Duncan,?,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,31,Brent Barry,Bruce Bowen,Robert Horry,Tim Duncan,?,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,45,Brent Barry,Bruce Bowen,Fabricio Oberto,Tim Duncan,?,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,SAS,PHO,46,Brent Barry,Fabricio Oberto,Manu Ginobili,Tim Duncan,?,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tony Parker
2007,PHO,DAL,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Steve Nash
2007,PHO,DAL,13,Boris Diaw,Jalen Rose,Leandro Barbosa,Marcus Banks,?,Anthony Johnson,Devean George,Erick Dampier,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,14,Amar'e Stoudemire,Boris Diaw,Jalen Rose,Leandro Barbosa,?,Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,16,Amar'e Stoudemire,Boris Diaw,Jalen Rose,Leandro Barbosa,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,17,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,Shawn Marion,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Steve Nash
2007,PHO,DAL,22,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse,Steve Nash
2007,PHO,DAL,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Steve Nash
2007,PHO,DAL,37,Boris Diaw,Jalen Rose,James Jones,Leandro Barbosa,?,Anthony Johnson,Devean George,Erick Dampier,Greg Buckner,Jason Terry,Steve Nash
2007,PHO,DAL,38,Amar'e Stoudemire,Jalen Rose,James Jones,Leandro Barbosa,?,Anthony Johnson,Devean George,Erick Dampier,Greg Buckner,Jason Terry,Steve Nash
2007,PHO,MEM,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Steve Nash
2007,PHO,MEM,9,Boris Diaw,Jalen Rose,James Jones,Shawn Marion,?,Dahntay Jones,Damon Stoudamire,Lawrence Roberts,Mike Miller,Rudy Gay,Steve Nash
2007,PHO,MEM,13,Jalen Rose,Jumaine Jones,Kurt Thomas,Leandro Barbosa,?,Chucky Atkins,Dahntay Jones,Eddie Jones,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,MEM,15,Jumaine Jones,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Chucky Atkins,Dahntay Jones,Eddie Jones,Lawrence Roberts,Rudy Gay,Steve Nash
2007,PHO,MEM,19,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Steve Nash
2007,PHO,MEM,23,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Damon Stoudamire,Eddie Jones,Hakim Warrick,Lawrence Roberts,Mike Miller,Steve Nash
2007,PHO,MEM,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Damon Stoudamire,Eddie Jones,Hakim Warrick,Lawrence Roberts,Mike Miller,Steve Nash
2007,PHO,MEM,26,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Steve Nash
2007,PHO,MEM,29,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Alexander Johnson,Dahntay Jones,Kyle Lowry,Lawrence Roberts,Rudy Gay,Steve Nash
2007,PHO,MEM,30,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Shawn Marion,?,Dahntay Jones,Hakim Warrick,Kyle Lowry,Lawrence Roberts,Rudy Gay,Steve Nash
2007,PHO,MEM,31,Amar'e Stoudemire,Boris Diaw,Jalen Rose,Shawn Marion,?,Dahntay Jones,Hakim Warrick,Kyle Lowry,Lawrence Roberts,Rudy Gay,Steve Nash
2007,PHO,MEM,35,Amar'e Stoudemire,Boris Diaw,Jalen Rose,Leandro Barbosa,?,Chucky Atkins,Dahntay Jones,Hakim Warrick,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,PHI,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,?,Allen Iverson,Andre Iguodala,Chris Webber,Kevin Ollie,Samuel Dalembert,Shawn Marion
2007,PHO,PHI,9,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Allen Iverson,Andre Iguodala,Chris Webber,Kyle Korver,Steven Hunter,Shawn Marion
2007,PHO,PHI,13,Boris Diaw,Jalen Rose,Kurt Thomas,Leandro Barbosa,?,Andre Iguodala,Kyle Korver,Shavlik Randolph,Steven Hunter,Willie Green,Marcus Banks
2007,PHO,PHI,22,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Raja Bell,?,Allen Iverson,Andre Iguodala,Kyle Korver,Steven Hunter,Willie Green,Shawn Marion
2007,PHO,PHI,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,?,Allen Iverson,Andre Iguodala,Chris Webber,Kevin Ollie,Samuel Dalembert,Shawn Marion
2007,PHO,PHI,29,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,?,Allen Iverson,Andre Iguodala,Chris Webber,Steven Hunter,Willie Green,Shawn Marion
2007,PHO,PHI,32,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Allen Iverson,Andre Iguodala,Chris Webber,Kyle Korver,Willie Green,Shawn Marion
2007,PHO,PHI,36,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,?,Allen Iverson,Andre Iguodala,Kyle Korver,Shavlik Randolph,Willie Green,Shawn Marion
2007,PHO,PHI,43,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,Marcus Banks,?,Allen Iverson,Andre Iguodala,Rodney Carney,Samuel Dalembert,Willie Green,Shawn Marion
2007,UTA,PHO,0,C.J. Miles,Carlos Boozer,Deron Williams,Mehmet Okur,?,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Ronnie Brewer
2007,UTA,PHO,7,C.J. Miles,Carlos Boozer,Deron Williams,Jarron Collins,?,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Ronnie Brewer
2007,UTA,PHO,12,Carlos Boozer,Derek Fisher,Deron Williams,Jarron Collins,?,Jalen Rose,Kurt Thomas,Leandro Barbosa,Marcus Banks,Shawn Marion,Matt Harpring
2007,UTA,PHO,17,Derek Fisher,Deron Williams,Matt Harpring,Mehmet Okur,?,Amar'e Stoudemire,Jalen Rose,Kurt Thomas,Marcus Banks,Raja Bell,Paul Millsap
2007,UTA,PHO,18,Derek Fisher,Deron Williams,Matt Harpring,Mehmet Okur,?,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Raja Bell,Shawn Marion,Paul Millsap
2007,UTA,PHO,19,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,?,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Raja Bell,Shawn Marion,Paul Millsap
2007,UTA,PHO,20,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,?,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Paul Millsap
2007,UTA,PHO,26,C.J. Miles,Carlos Boozer,Deron Williams,Mehmet Okur,?,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Ronnie Brewer
2007,UTA,PHO,30,C.J. Miles,Deron Williams,Mehmet Okur,Roger Powell,?,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Ronnie Brewer
2007,UTA,PHO,37,Carlos Boozer,Derek Fisher,Deron Williams,Matt Harpring,?,Jalen Rose,James Jones,Kurt Thomas,Leandro Barbosa,Raja Bell,Mehmet Okur
2007,UTA,PHO,40,Carlos Boozer,Derek Fisher,Deron Williams,Matt Harpring,?,Amar'e Stoudemire,James Jones,Leandro Barbosa,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,46,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,?,Amar'e Stoudemire,Jalen Rose,Kurt Thomas,Leandro Barbosa,Shawn Marion,Paul Millsap
2007,GSW,PHO,4,Andris Biedrins,Jason Richardson,Mickael Pietrus,Mike Dunleavy,?,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,Steve Nash,Monta Ellis
2007,GSW,PHO,8,Jason Richardson,Matt Barnes,Mike Dunleavy,Monta Ellis,?,Boris Diaw,Kurt Thomas,Leandro Barbosa,Shawn Marion,Steve Nash,Troy Murphy
2007,GSW,PHO,11,Jason Richardson,Mickael Pietrus,Mike Dunleavy,Monta Ellis,?,Jalen Rose,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Troy Murphy
2007,GSW,PHO,13,Andris Biedrins,Jason Richardson,Mickael Pietrus,Mike Dunleavy,?,Amar'e Stoudemire,Jalen Rose,James Jones,Leandro Barbosa,Raja Bell,Monta Ellis
2007,GSW,PHO,15,Andris Biedrins,Matt Barnes,Mickael Pietrus,Mike Dunleavy,?,Boris Diaw,James Jones,Leandro Barbosa,Marcus Banks,Raja Bell,Monta Ellis
2007,GSW,PHO,33,Anthony Roberson,Jason Richardson,Mickael Pietrus,Monta Ellis,?,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Troy Murphy
2007,GSW,PHO,37,Andris Biedrins,Anthony Roberson,Mickael Pietrus,Mike Dunleavy,?,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,Raja Bell,Monta Ellis
2007,GSW,PHO,39,Andris Biedrins,Matt Barnes,Mickael Pietrus,Mike Dunleavy,?,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,Raja Bell,Monta Ellis
2007,PHO,NOP,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Steve Nash
2007,PHO,NOP,6,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,?,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Steve Nash
2007,PHO,NOP,7,Boris Diaw,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Bobby Jackson,Chris Paul,Desmond Mason,Marc Jackson,Peja Stojakovic,Steve Nash
2007,PHO,NOP,8,Boris Diaw,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Bobby Jackson,Chris Paul,Marc Jackson,Peja Stojakovic,Rasual Butler,Steve Nash
2007,PHO,NOP,13,Jalen Rose,Kurt Thomas,Leandro Barbosa,Marcus Banks,?,Bobby Jackson,Desmond Mason,Jannero Pargo,Marc Jackson,Rasual Butler,Shawn Marion
2007,PHO,NOP,20,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Chris Paul,Desmond Mason,Peja Stojakovic,Rasual Butler,Tyson Chandler,Steve Nash
2007,PHO,NOP,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Steve Nash
2007,PHO,NOP,32,James Jones,Kurt Thomas,Raja Bell,Shawn Marion,?,Chris Paul,Desmond Mason,Peja Stojakovic,Rasual Butler,Tyson Chandler,Steve Nash
2007,PHO,NOP,40,Boris Diaw,Kurt Thomas,Marcus Banks,Shawn Marion,?,Bobby Jackson,Jannero Pargo,Peja Stojakovic,Rasual Butler,Tyson Chandler,Steve Nash
2007,PHO,NOP,43,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,?,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Steve Nash
2007,PHO,NJN,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Steve Nash
2007,PHO,NJN,7,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,?,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Steve Nash
2007,PHO,NJN,12,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,?,Marcus Williams,Mikki Moore,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Steve Nash
2007,PHO,NJN,32,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Bostjan Nachbar,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Steve Nash
2007,PHO,NJN,33,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,?,Bostjan Nachbar,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Steve Nash
2007,PHO,NJN,39,Boris Diaw,James Jones,Kurt Thomas,Marcus Banks,?,Antoine Wright,Bostjan Nachbar,Hassan Adams,Marcus Williams,Mikki Moore,Steve Nash
2007,POR,PHO,8,Ime Udoka,Jarrett Jack,Martell Webster,Travis Outlaw,?,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Zach Randolph
2007,POR,PHO,11,Jamaal Magloire,Jarrett Jack,Juan Dixon,Stephen Graham,?,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,Shawn Marion,Travis Outlaw
2007,POR,PHO,14,Jamaal Magloire,Juan Dixon,Sergio Rodriguez,Stephen Graham,?,Boris Diaw,Jalen Rose,Kurt Thomas,Marcus Banks,Raja Bell,Travis Outlaw
2007,POR,PHO,32,Ime Udoka,Jarrett Jack,Juan Dixon,Travis Outlaw,?,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Zach Randolph
2007,POR,PHO,37,Jamaal Magloire,Juan Dixon,Martell Webster,Sergio Rodriguez,?,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,Shawn Marion,Travis Outlaw
2007,POR,PHO,39,Jamaal Magloire,Juan Dixon,Martell Webster,Sergio Rodriguez,?,Amar'e Stoudemire,Kurt Thomas,Marcus Banks,Shawn Marion,Steve Nash,Travis Outlaw
2007,POR,PHO,44,Jamaal Magloire,Jarrett Jack,Martell Webster,Sergio Rodriguez,?,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Travis Outlaw
2007,POR,PHO,46,Jamaal Magloire,Jarrett Jack,Martell Webster,Sergio Rodriguez,?,Boris Diaw,James Jones,Marcus Banks,Pat Burke,Raja Bell,Travis Outlaw
2007,PHO,HOU,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Rafer Alston,Shane Battier,Steve Novak,Tracy McGrady,Yao Ming,Steve Nash
2007,PHO,HOU,7,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,?,Chuck Hayes,Rafer Alston,Shane Battier,Steve Novak,Tracy McGrady,Steve Nash
2007,PHO,HOU,16,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,Shawn Marion,?,Chuck Hayes,John Lucas III,Luther Head,Steve Novak,Tracy McGrady,Steve Nash
2007,PHO,HOU,19,Amar'e Stoudemire,Jalen Rose,Raja Bell,Shawn Marion,?,Chuck Hayes,John Lucas III,Luther Head,Shane Battier,Tracy McGrady,Steve Nash
2007,PHO,HOU,30,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,?,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Yao Ming,Steve Nash
2007,PHO,HOU,36,Boris Diaw,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Chuck Hayes,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Shawn Marion
2007,PHO,HOU,40,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Chuck Hayes,Luther Head,Rafer Alston,Tracy McGrady,Yao Ming,Steve Nash
2007,PHO,HOU,43,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Yao Ming,Steve Nash
2007,PHO,MIL,7,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Andrew Bogut,Charlie Bell,Ersan Ilyasova,Michael Redd,Mo Williams,Steve Nash
2007,PHO,MIL,20,Amar'e Stoudemire,Jalen Rose,Raja Bell,Shawn Marion,?,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Steve Nash
2007,PHO,MIL,21,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Steve Nash
2007,PHO,MIL,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Steve Nash
2007,PHO,MIL,32,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,?,Charlie Bell,Dan Gadzuric,Ersan Ilyasova,Michael Redd,Mo Williams,Steve Nash
2007,PHO,MIL,34,Amar'e Stoudemire,James Jones,Leandro Barbosa,Raja Bell,?,Charlie Bell,Dan Gadzuric,Ersan Ilyasova,Michael Redd,Steve Blake,Shawn Marion
2007,PHO,SAC,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,?,John Salmons,Kenny Thomas,Kevin Martin,Mike Bibby,Ronnie Price,Steve Nash
2007,PHO,SAC,5,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,?,Brad Miller,John Salmons,Kenny Thomas,Kevin Martin,Mike Bibby,Steve Nash
2007,PHO,SAC,7,Boris Diaw,Kurt Thomas,Leandro Barbosa,Shawn Marion,?,Brad Miller,Francisco Garcia,Kenny Thomas,Kevin Martin,Mike Bibby,Steve Nash
2007,PHO,SAC,11,James Jones,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Brad Miller,Francisco Garcia,Kenny Thomas,Kevin Martin,Mike Bibby,Shawn Marion
